alloc,,clusters,,tasksAlloc,,file
1,,[[r2, r3, r1], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at4_24, at3_25, at3_7, at3_4, at3_19, at3_22], r3=[at4_15, at4_18, at4_9, at4_27, at4_12, at3_28, at3_10, at3_13, at3_16, at2_11, at2_14, at2_20, at2_23, at2_26, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2], r1=[at2_17, at2_8, at2_5]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1.xml
2,,[[r2, r3, r1], [r4, r5]],,{r2=[at4_6, at4_3], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_25, at3_28, at3_13, at3_16, at3_22, at2_11, at2_14, at2_17], r4=[at1_1, at1_2], r5=[at1_1, at1_2], r1=[at3_7, at3_4, at3_10, at3_19, at2_8, at2_5, at2_20, at2_23, at2_26, at2_29]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation2.xml
3,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_9, at4_3, at4_21, at4_24, at4_27, at3_25, at3_7, at3_4, at2_8, at2_5, at2_23, at2_26, at2_29], r3=[at4_18, at4_12, at3_28, at3_10, at3_13, at3_16, at3_19, at3_22, at2_11, at2_14, at2_17, at2_20], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3.xml
3738,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_24, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_20, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_27, at4_12, at3_28, at3_13, at2_11, at2_14, at2_17, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3738.xml
3739,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at4_24, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_23, at2_29], r3=[at4_15, at4_18, at4_21, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_17, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3739.xml
3740,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_24, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_17, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3740.xml
3741,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at4_24, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_23, at2_29], r3=[at4_15, at4_9, at4_21, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_17, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3741.xml
3742,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at4_24, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_23, at2_29], r3=[at4_18, at4_9, at4_21, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_17, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3742.xml
3743,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_20, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at2_11, at2_14, at2_17, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3743.xml
3744,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at4_21, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_23, at2_29], r3=[at4_15, at4_18, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_17, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3744.xml
3745,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_17, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3745.xml
3746,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at4_21, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_23, at2_29], r3=[at4_15, at4_9, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_17, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3746.xml
3747,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_20, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_24, at4_27, at4_12, at3_28, at3_13, at2_11, at2_14, at2_17, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3747.xml
3748,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at4_21, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_23, at2_29], r3=[at4_18, at4_9, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_17, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3748.xml
3749,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_17, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3749.xml
3750,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_9, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_23, at2_29], r3=[at4_15, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_17, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3750.xml
3751,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_23, at2_29], r3=[at4_15, at4_18, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_17, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3751.xml
3752,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_9, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_23, at2_29], r3=[at4_18, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_17, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3752.xml
3753,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_20, at2_23, at2_29], r3=[at4_15, at4_18, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at2_11, at2_14, at2_17, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3753.xml
3754,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_18, at4_6, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_23, at2_29], r3=[at4_9, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_17, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3754.xml
3755,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_20, at2_23, at2_29], r3=[at4_15, at4_9, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at2_11, at2_14, at2_17, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3755.xml
3756,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_9, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at2_11, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3756.xml
3757,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_27, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_12, at3_28, at3_13, at3_22, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3757.xml
3758,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_11, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3758.xml
3759,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_24, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_27, at4_12, at3_28, at3_13, at3_22, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3759.xml
3760,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3760.xml
3761,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3761.xml
3762,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3762.xml
3763,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3763.xml
3764,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_9, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3764.xml
3765,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3765.xml
3766,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_24, at4_27, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3766.xml
3767,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at4_27, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_24, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3767.xml
3768,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_27, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_12, at3_28, at3_13, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3768.xml
3769,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at4_27, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_21, at4_24, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3769.xml
3770,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_27, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3770.xml
3771,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at4_27, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_9, at4_21, at4_24, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3771.xml
3772,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at4_27, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_18, at4_9, at4_21, at4_24, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3772.xml
3773,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3773.xml
3774,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at4_24, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3774.xml
3775,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_24, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_27, at4_12, at3_28, at3_13, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3775.xml
3776,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at4_24, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_21, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3776.xml
3777,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_24, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3777.xml
3778,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at4_24, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_9, at4_21, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3778.xml
3779,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at4_24, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_18, at4_9, at4_21, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3779.xml
3780,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3780.xml
3781,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at4_21, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3781.xml
